vehicle_id,location,battery,in_service,charging,avail,status,origin,idle_count
V46,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V47,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V48,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V49,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V50,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V51,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V52,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V53,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V54,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V55,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V56,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V57,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V58,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V59,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V60,Vertiport_3,100.0,0,0,1,standby,Vertiport_3,0
V61,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V62,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V63,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V64,Vertiport_8,5.492692529999999,1,0,1,in_service,Vertiport_4,0
V65,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V66,Vertiport_8,5.492692529999999,1,0,1,in_service,Vertiport_4,0
V67,Vertiport_8,5.492692529999999,1,0,1,in_service,Vertiport_4,0
V68,Vertiport_8,5.492692529999999,1,0,1,in_service,Vertiport_4,0
V69,Vertiport_8,5.492692529999999,1,0,1,in_service,Vertiport_4,0
V70,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V71,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V72,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V73,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V74,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V75,Vertiport_8,5.492692529999999,1,0,1,in_service,Vertiport_4,0
V76,Vertiport_8,5.492692529999999,1,0,1,in_service,Vertiport_4,0
V77,Vertiport_8,5.4926925300000065,1,0,1,in_service,Vertiport_4,0
V78,Vertiport_8,5.492692529999999,1,0,1,in_service,Vertiport_4,0
V79,Vertiport_8,5.492692529999999,1,0,1,in_service,Vertiport_4,0
V80,Vertiport_4,14.282003370000005,0,0,1,standby,Vertiport_4,0
V81,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V82,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V83,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V84,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V85,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V86,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V87,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V88,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V89,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V90,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V91,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V92,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V93,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V94,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V95,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V96,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V97,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V98,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V99,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V100,Vertiport_5,100.0,0,0,1,standby,Vertiport_5,0
V101,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V102,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V103,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V104,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V105,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V106,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V107,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V108,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V109,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V110,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V111,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V112,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V113,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V114,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V115,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V116,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V117,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V118,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V119,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V120,Vertiport_6,13.06163398000001,0,0,1,standby,Vertiport_6,0
V121,Vertiport_7,10.126033544999999,0,0,1,standby,Vertiport_7,0
V122,Vertiport_6,10.126033545000006,1,0,1,in_service,Vertiport_7,0
V123,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V124,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V125,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V126,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V127,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V128,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V129,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V130,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V131,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V132,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V133,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V134,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V135,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V136,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V137,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V138,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V139,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V140,Vertiport_7,31.860625050000003,0,0,1,standby,Vertiport_7,0
V141,Vertiport_9,52.446630495,1,0,1,in_service,Vertiport_8,0
V142,Vertiport_6,81.34607168,1,0,1,in_service,Vertiport_8,0
V143,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V144,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V145,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V146,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V147,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V148,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V149,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V150,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V151,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V152,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V153,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V154,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V155,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V156,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V157,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V158,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V159,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V160,Vertiport_8,100.0,0,0,1,standby,Vertiport_8,0
V161,Vertiport_9,4.923502975000012,0,0,1,standby,Vertiport_9,0
V162,Vertiport_9,16.781975800000012,0,0,1,standby,Vertiport_9,0
V163,Vertiport_9,16.781975800000012,0,0,1,standby,Vertiport_9,0
V164,Vertiport_9,16.781975800000012,0,0,1,standby,Vertiport_9,0
V165,Vertiport_9,16.781975800000012,0,0,1,standby,Vertiport_9,0
V166,Vertiport_9,16.781975800000012,0,0,1,standby,Vertiport_9,0
V167,Vertiport_9,16.781975800000012,0,0,1,standby,Vertiport_9,0
V168,Vertiport_9,16.781975800000012,0,0,1,standby,Vertiport_9,0
V169,Vertiport_2,16.781975800000012,1,0,1,in_service,Vertiport_9,0
V170,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V171,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V172,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V173,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V174,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V175,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V176,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V177,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V178,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V179,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V180,Vertiport_9,100.0,0,0,1,standby,Vertiport_9,0
V181,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V182,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V183,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V184,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V185,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V186,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V187,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V188,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V189,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V190,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V191,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V192,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V193,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V194,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V195,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V196,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V197,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V198,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V199,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
V200,Vertiport_10,100.0,0,0,1,standby,Vertiport_10,0
